,Sensor Ext 1,,,,,,Sensor Int 1,,,,,,Sensor Int 2,,,
04:06:08,24.26,33.83,527,89,1.05,14,27.77,53.16,502,160,4.18,24,19.27,32.28,430,PAUSED
04:07:08,22.24,37.99,399,256,4.92,1,,,,,,,22.26,44.46,546,IDLE
04:08:08,18.47,49.15,455,152,0.07,16,26.85,31.16,503,313,3.73,48,26.52,45.9,442,PAUSED
04:09:08,,,,,,,25.33,34.15,435,112,2.23,49,25.64,54.97,513,PRINTING
04:10:08,25.77,34.22,439,276,1.3,41,22.49,43.83,538,455,3.72,50,20.33,38.38,553,IDLE
04:11:08,21.14,34.81,600,122,0.83,26,21.15,58.29,515,28,0.84,41,22.26,52.8,549,ERROR
04:12:08,22.59,51.01,494,379,3.78,24,24.92,34.98,499,261,2.02,32,19.19,35.25,477,ERROR
04:13:08,23.58,56.7,598,201,1.46,36,26.4,54.36,511,473,3.3,3,27.81,58.63,403,PRINTING
04:14:08,22.52,45.7,469,42,2.52,12,20.3,53.89,497,258,2.16,16,20.56,38.46,519,PRINTING
04:15:08,24.69,37.39,579,305,1.4,3,25.33,46.9,469,425,0.26,47,18.83,58.42,394,ERROR
04:16:08,24.49,38.8,572,234,4.74,35,25.53,50.06,419,491,3.37,17,19.58,36.99,415,ERROR
04:17:08,26.3,53.53,384,312,0.83,18,24.36,34.03,572,86,2.65,46,19.72,44.63,494,ERROR
04:18:08,25.09,39.14,388,86,4.98,37,21.09,30.39,449,242,0.64,25,20.78,49.34,442,ERROR
04:19:08,18.88,57.16,461,237,4.19,39,23.97,50.25,477,455,2.18,26,21.68,56.29,421,PRINTING
04:20:08,26.1,52.48,526,479,1.88,2,19.17,55.86,383,52,1.04,42,20.0,43.6,500,IDLE
04:21:08,23.59,55.12,462,244,4.33,30,22.03,36.25,539,32,4.95,5,19.34,56.14,422,IDLE
04:22:08,,,,,,,26.24,32.45,466,183,2.59,29,26.96,33.95,557,IDLE
04:23:08,25.1,57.7,482,226,4.7,17,24.54,38.71,437,385,1.09,13,21.82,41.09,532,ERROR
04:24:08,21.62,54.72,441,300,1.08,28,22.57,35.04,443,20,3.76,26,23.13,46.11,439,ERROR
04:25:08,22.46,36.51,599,415,2.26,2,,,,,,,19.25,46.12,466,IDLE
04:26:08,21.06,56.44,486,467,4.65,49,21.98,38.02,525,127,0.69,23,21.44,40.51,583,PAUSED
04:27:08,25.78,45.49,439,249,3.72,30,21.38,59.19,411,31,2.3,48,23.13,50.16,435,PAUSED
04:28:08,26.93,42.62,455,321,3.15,5,21.29,50.67,381,383,0.16,29,26.04,36.78,384,PAUSED
04:29:08,23.53,33.12,563,218,1.9,50,27.27,32.62,416,346,2.97,45,25.29,39.13,488,ERROR
04:30:08,25.02,48.28,387,50,0.04,31,26.97,50.79,572,225,4.51,37,21.33,32.03,500,PRINTING
04:31:08,18.48,58.4,546,190,2.36,50,27.78,39.31,598,230,3.02,2,20.56,31.91,424,PAUSED
04:32:08,25.02,56.17,547,104,2.28,27,22.03,56.66,522,220,3.29,14,21.45,54.42,468,PRINTING
04:33:08,18.18,36.99,441,75,0.39,19,22.66,51.39,469,477,1.82,32,22.58,31.86,433,PRINTING
04:34:08,22.89,56.27,415,498,4.44,44,19.33,32.79,563,482,1.64,41,,,,IDLE
04:35:08,19.51,55.13,547,183,1.66,33,22.1,50.08,451,168,3.99,15,26.24,58.37,587,IDLE
04:36:08,20.55,34.8,428,86,3.75,41,24.62,45.86,526,367,4.06,23,22.6,46.91,501,IDLE
04:37:08,18.02,42.63,478,152,3.5,36,27.75,45.95,511,31,2.6,35,18.37,49.24,391,PAUSED
04:38:08,21.17,38.75,483,56,3.47,28,21.47,39.53,395,487,1.72,20,27.56,45.41,518,IDLE
04:39:08,22.03,45.74,488,276,2.42,30,23.98,30.91,520,184,0.22,41,18.64,56.28,399,ERROR
04:40:08,18.96,51.08,394,417,0.93,15,23.55,40.39,433,309,3.68,18,18.52,31.84,546,ERROR
04:41:08,23.47,41.72,582,354,3.08,23,21.22,30.9,440,126,3.59,42,21.74,42.93,593,PRINTING
04:42:08,18.58,41.47,536,455,2.42,43,18.64,48.76,427,267,4.13,13,26.67,40.96,447,IDLE
04:43:08,19.48,47.79,421,150,1.2,32,27.14,53.56,572,55,1.12,42,,,,ERROR
04:44:08,25.69,54.33,436,450,3.76,29,18.01,45.31,530,440,1.51,24,26.52,58.66,418,ERROR
04:45:08,26.94,56.91,442,389,3.33,30,24.78,50.17,545,351,0.97,47,21.13,35.67,502,ERROR
04:46:08,25.94,48.67,385,199,3.8,37,21.38,35.19,476,491,4.68,50,21.46,37.9,489,PRINTING
04:47:08,19.56,50.16,563,230,2.88,35,23.23,58.17,403,413,1.91,12,22.08,40.01,449,PAUSED
04:48:08,24.5,34.01,390,291,0.14,41,18.97,34.54,386,283,1.47,30,23.69,53.94,413,PRINTING
04:49:08,23.76,59.06,506,248,2.63,48,26.95,51.05,508,124,3.8,25,24.43,46.07,437,IDLE
04:50:08,21.58,56.81,538,281,0.9,41,27.53,56.78,571,248,1.45,8,21.23,55.58,559,PRINTING
04:51:08,22.15,58.63,556,460,4.1,41,21.27,41.42,519,414,4.37,17,23.16,41.43,479,ERROR
04:52:08,25.91,47.46,420,53,4.33,46,19.32,37.62,520,291,3.5,3,21.49,40.95,557,PRINTING
04:53:08,22.62,47.38,431,493,2.73,43,24.67,46.69,521,159,2.78,4,20.26,50.44,424,PAUSED
04:54:08,19.51,52.54,494,114,2.38,17,23.64,32.97,546,259,1.86,41,20.63,58.67,478,PRINTING
04:55:08,18.11,48.2,482,221,2.42,43,24.15,37.75,483,344,0.71,24,20.24,48.29,566,PAUSED
04:56:08,26.94,43.24,480,39,2.84,36,19.49,57.82,533,369,0.24,3,19.74,52.84,465,PRINTING
04:57:08,21.53,37.18,412,220,2.88,16,25.25,41.26,576,395,2.23,49,21.27,40.27,436,ERROR
04:58:08,27.41,48.58,452,113,4.03,36,24.21,36.5,558,36,4.03,39,26.07,48.99,526,PRINTING
04:59:08,25.32,31.73,393,22,2.03,37,23.17,38.46,472,282,2.05,24,26.97,57.64,486,PAUSED
05:00:08,21.06,48.06,454,416,1.96,6,20.69,59.03,390,448,0.63,33,22.48,47.09,446,ERROR
05:01:08,19.43,51.18,512,41,3.09,21,27.01,51.68,511,236,4.53,0,21.71,42.59,474,ERROR
05:02:08,24.99,58.62,517,493,2.29,33,,,,,,,27.34,41.5,411,PAUSED
05:03:08,21.46,53.67,559,347,2.94,37,24.1,57.48,576,18,0.63,11,26.47,45.28,511,ERROR
05:04:08,22.5,49.31,551,372,1.25,8,22.24,39.59,429,331,4.4,18,19.52,32.66,448,PRINTING
05:05:08,24.58,45.22,529,109,3.7,25,20.16,46.36,598,364,3.26,33,22.89,42.07,429,IDLE
05:06:08,18.49,52.43,435,292,2.51,13,24.66,45.36,431,238,2.52,2,24.52,30.92,422,PAUSED
05:07:08,27.77,33.65,476,126,0.43,12,25.4,58.84,458,86,1.73,19,18.3,34.12,414,PAUSED
05:08:08,22.64,54.84,470,42,3.72,39,18.11,32.99,474,60,1.44,8,27.93,58.27,563,PRINTING
05:09:08,22.86,56.51,560,274,0.14,25,22.28,51.62,459,191,1.01,48,,,,PRINTING
05:10:08,25.06,47.96,573,0,1.56,46,23.72,33.25,397,29,1.64,2,21.17,36.29,497,PRINTING
05:11:08,26.02,32.81,468,472,1.67,19,,,,,,,27.64,38.18,388,PAUSED
05:12:08,,,,,,,21.2,53.64,530,476,3.89,21,22.38,34.54,447,PAUSED
05:13:08,24.49,58.37,481,19,1.26,2,26.42,59.51,391,500,1.53,32,25.25,30.43,503,PAUSED
05:14:08,27.61,48.12,575,328,2.29,13,19.65,42.33,409,89,3.77,47,23.58,50.15,481,IDLE
05:15:08,23.46,57.68,474,92,1.79,27,18.49,38.98,594,202,3.47,32,21.72,55.49,495,ERROR
05:16:08,23.01,56.15,583,237,2.48,5,18.36,54.61,525,186,4.97,29,20.34,31.12,471,IDLE
05:17:08,19.42,44.26,382,209,4.1,6,25.47,59.32,516,421,4.71,39,27.6,36.39,477,PRINTING
05:18:08,22.06,58.23,519,275,0.79,15,21.8,36.97,534,380,2.71,32,26.57,40.88,417,ERROR
05:19:08,27.04,44.31,520,303,4.09,43,20.41,54.32,434,386,0.39,4,18.75,46.17,544,PRINTING
05:20:08,18.69,36.54,415,99,1.85,29,19.41,54.29,456,13,3.88,3,20.5,59.25,525,PRINTING
05:21:08,28.0,51.13,472,418,1.17,44,27.98,36.78,446,288,1.54,10,27.96,37.33,579,IDLE
05:22:08,24.21,45.7,533,248,4.46,23,,,,,,,18.45,50.86,381,ERROR
05:23:08,19.57,52.69,549,198,3.51,6,23.54,59.99,532,306,2.11,25,24.08,35.06,406,PAUSED
05:24:08,23.41,40.9,534,124,1.21,18,24.1,44.54,437,267,4.0,15,23.42,49.77,533,PAUSED
05:25:08,18.33,58.42,482,181,3.03,6,21.42,58.34,563,82,3.37,20,19.63,52.08,427,PRINTING
05:26:08,27.01,47.0,502,155,0.48,11,27.69,59.35,445,112,2.44,38,20.81,38.75,553,IDLE
05:27:08,18.95,47.87,497,113,4.7,34,27.28,59.58,432,39,1.75,42,22.1,42.26,438,ERROR
05:28:08,23.08,57.37,467,48,0.73,44,27.89,52.69,432,188,0.03,9,25.5,39.68,467,PAUSED
05:29:08,22.47,51.41,536,85,0.2,49,18.26,30.74,511,141,1.31,19,25.58,56.72,495,ERROR
05:30:08,19.61,55.07,449,124,2.85,50,26.56,52.54,586,470,2.0,32,20.76,39.76,518,PAUSED
05:31:08,25.32,55.15,581,269,4.03,36,21.91,48.71,427,263,0.4,39,21.61,53.66,433,PRINTING
05:32:08,22.46,52.63,571,163,1.39,3,27.9,46.03,563,463,2.46,42,23.45,42.27,593,ERROR
05:33:08,25.07,47.33,542,419,0.53,29,18.15,34.97,445,20,0.75,26,18.29,50.94,384,IDLE
05:34:08,21.7,41.73,590,24,1.82,3,21.31,57.57,396,107,4.17,40,18.76,49.53,420,PAUSED
05:35:08,19.51,41.36,465,433,2.56,0,21.06,46.32,414,88,2.7,48,20.3,44.37,413,ERROR
05:36:08,22.73,51.95,522,64,2.05,10,24.84,53.17,578,171,3.04,17,25.79,51.14,418,IDLE
05:37:08,25.61,42.03,517,261,0.65,7,18.53,44.03,473,212,4.01,36,19.25,45.87,402,ERROR
05:38:08,22.9,40.4,393,177,1.45,35,,,,,,,25.6,55.29,442,PAUSED
05:39:08,25.09,34.36,591,452,0.82,43,,,,,,,18.87,51.68,541,PAUSED
05:40:08,23.75,35.67,408,451,2.16,38,22.07,56.37,596,172,1.04,42,20.57,34.26,571,ERROR
05:41:08,19.45,31.28,505,185,4.04,21,,,,,,,21.38,49.67,546,PAUSED
05:42:08,19.79,45.92,423,491,4.35,49,23.24,40.48,447,263,3.14,10,18.95,59.97,509,IDLE
05:43:08,24.96,59.08,505,74,2.13,9,21.05,39.22,453,200,2.05,13,25.11,38.93,518,PRINTING
05:44:08,25.51,58.79,431,51,1.68,31,22.11,44.85,491,189,1.74,27,25.42,32.2,563,PAUSED
05:45:08,18.22,41.78,514,266,2.98,31,27.56,56.07,484,402,1.59,44,18.38,58.33,595,ERROR
05:46:08,20.96,49.21,578,192,0.92,9,23.77,52.68,521,36,2.89,20,26.24,52.76,530,PAUSED
05:47:08,24.24,58.14,399,497,2.4,39,18.41,32.26,507,286,4.59,6,27.63,36.28,580,IDLE
05:48:08,27.68,50.05,582,134,2.48,41,22.36,44.31,588,205,0.28,10,26.94,58.85,401,ERROR
05:49:08,20.03,50.04,599,25,4.76,45,24.85,35.67,400,258,0.81,28,24.54,35.9,594,PRINTING
05:50:08,27.23,46.72,404,339,4.11,20,19.44,34.75,589,320,1.64,50,25.64,50.58,455,ERROR
05:51:08,19.3,38.49,559,148,4.97,10,21.1,55.68,447,488,0.38,41,27.05,58.47,464,ERROR
05:52:08,24.15,46.05,467,89,2.56,11,21.83,51.63,571,443,4.3,1,26.47,33.62,437,PRINTING
05:53:08,27.62,40.07,449,31,4.96,41,18.01,57.55,434,480,3.59,40,22.36,54.1,383,IDLE
05:54:08,21.91,31.05,585,317,0.33,32,,,,,,,27.12,35.43,482,ERROR
05:55:08,19.77,33.65,570,500,3.16,11,25.5,48.79,597,346,4.99,47,27.35,39.56,476,IDLE
05:56:08,21.46,49.29,518,334,3.01,30,20.36,39.64,573,26,1.65,0,21.71,37.9,489,PRINTING
05:57:08,18.49,57.18,486,26,2.72,15,23.06,42.56,420,284,0.55,4,27.12,30.38,547,ERROR
05:58:08,25.43,52.69,527,398,3.04,44,18.56,31.62,424,400,2.66,48,24.47,51.59,480,IDLE
05:59:08,26.87,49.23,426,246,3.28,1,27.12,31.83,466,321,1.44,27,19.27,38.0,492,PAUSED
06:00:08,22.81,58.63,500,454,0.64,48,21.55,38.38,538,342,4.78,4,22.68,34.9,451,PRINTING
06:01:08,20.43,31.36,477,112,4.84,5,20.49,57.75,471,490,4.15,4,19.28,39.31,590,PAUSED
06:02:08,21.25,40.42,416,436,0.2,17,25.21,30.44,550,313,3.4,47,19.09,54.63,429,ERROR
06:03:08,25.51,36.53,511,173,0.6,40,19.94,58.94,407,78,0.61,41,24.86,53.69,502,ERROR
06:04:08,26.3,39.11,518,216,2.54,19,24.9,44.71,430,346,3.23,17,25.94,37.98,402,PRINTING
06:05:08,19.7,36.28,474,268,1.35,13,19.1,47.49,581,224,2.95,27,27.83,47.52,442,ERROR
06:06:08,20.57,41.24,446,81,4.34,24,27.87,50.29,503,144,4.15,4,25.51,48.75,596,IDLE
06:07:08,20.78,52.16,407,487,0.64,44,,,,,,,23.47,48.97,410,IDLE
06:08:08,18.48,51.43,536,269,2.52,19,22.48,57.05,481,353,4.25,43,22.81,55.99,502,PAUSED
06:09:08,20.56,39.43,397,146,1.98,33,23.17,34.01,492,198,2.5,24,26.17,52.12,460,PAUSED
06:10:08,24.92,42.64,566,254,2.51,8,26.44,53.06,517,447,0.12,36,26.99,44.48,436,ERROR
06:11:08,22.84,56.36,453,421,0.25,4,24.45,46.87,412,399,1.77,30,25.02,31.1,511,IDLE
06:12:08,27.28,38.71,581,314,3.06,19,22.68,30.36,581,338,2.04,4,18.95,37.04,575,PRINTING
06:13:08,,,,,,,18.96,57.97,425,140,1.92,41,18.44,30.3,534,PRINTING
06:14:08,27.95,46.38,407,55,4.36,35,26.67,33.16,433,318,0.94,23,25.32,50.19,581,IDLE
06:15:08,20.17,45.9,465,409,1.13,7,26.11,49.47,494,138,0.18,37,,,,ERROR
06:16:08,,,,,,,21.63,33.63,434,238,2.64,38,20.72,54.9,527,PRINTING
06:17:08,21.46,30.72,520,381,1.03,27,24.88,47.26,536,480,2.53,45,20.84,34.62,415,ERROR
06:18:08,21.68,31.12,510,47,3.0,44,21.16,56.78,588,27,2.53,5,26.22,40.75,440,PAUSED
06:19:08,27.96,39.49,469,425,2.33,45,19.96,34.08,560,21,1.92,8,25.4,58.86,443,PAUSED
06:20:08,26.82,58.23,591,11,0.97,8,25.75,47.58,424,339,1.82,5,18.81,30.17,455,PRINTING
06:21:08,25.33,42.18,553,223,0.26,9,21.65,37.67,440,273,0.2,12,25.79,57.98,399,ERROR
06:22:08,23.95,54.41,445,37,4.42,3,22.14,54.75,517,66,2.77,25,25.03,35.8,380,PRINTING
06:23:08,21.57,39.34,455,63,2.86,41,20.13,49.29,558,179,3.89,0,24.82,46.53,470,ERROR
06:24:08,20.73,52.38,473,217,2.14,2,27.56,39.26,506,485,3.1,49,22.89,57.1,446,PAUSED
06:25:08,,,,,,,24.34,51.63,389,395,2.48,43,24.22,37.4,387,IDLE
06:26:08,,,,,,,22.7,50.81,596,365,2.8,17,26.08,33.77,525,ERROR
06:27:08,21.99,47.58,459,181,0.48,11,21.16,44.85,530,168,2.17,33,26.48,57.32,535,PRINTING
06:28:08,25.07,31.24,448,495,0.56,28,20.06,57.88,433,470,4.23,25,26.24,47.99,398,PRINTING
06:29:08,21.52,49.65,408,168,1.9,15,23.83,56.0,516,464,2.1,50,23.74,37.85,497,ERROR
06:30:08,19.62,35.06,419,474,1.21,39,20.17,40.09,550,180,1.37,2,27.69,49.84,408,IDLE
06:31:08,25.62,43.23,507,402,2.8,18,27.94,38.8,525,375,2.0,40,27.91,49.96,523,ERROR
06:32:08,23.74,50.42,467,215,0.35,37,18.57,34.68,425,242,4.14,12,26.64,35.04,514,PAUSED
06:33:08,19.63,40.73,439,126,3.94,38,,,,,,,22.09,46.84,493,ERROR
06:34:08,25.86,36.8,564,436,1.74,1,26.94,50.69,433,150,2.23,49,18.16,41.77,394,ERROR
06:35:08,24.81,50.1,484,341,2.72,18,24.4,44.59,598,421,3.34,28,22.31,43.38,420,PRINTING
06:36:08,18.93,47.18,420,135,4.0,23,18.4,45.6,504,482,0.17,46,21.34,55.73,406,IDLE
06:37:08,19.2,44.48,487,322,1.36,8,25.71,38.37,416,494,4.05,28,24.08,52.69,403,IDLE
06:38:08,23.1,40.72,393,84,3.48,14,23.86,31.03,402,500,4.56,27,20.47,36.75,435,PRINTING
06:39:08,18.48,52.15,521,452,1.75,47,23.07,33.07,508,380,3.66,7,25.74,55.17,414,PAUSED
06:40:08,25.27,43.47,587,139,1.44,22,,,,,,,23.02,58.04,482,PAUSED
06:41:08,23.82,32.41,427,57,2.74,23,27.82,49.64,408,405,1.28,26,24.28,38.13,580,IDLE
06:42:08,26.47,53.71,431,16,1.33,47,20.71,33.57,530,492,3.31,16,19.94,32.36,557,PAUSED
06:43:08,27.25,49.83,552,134,4.9,24,27.8,58.77,515,175,1.59,25,18.22,56.84,388,IDLE
06:44:08,19.01,50.58,542,240,0.62,8,22.24,55.41,397,449,2.1,39,22.28,57.51,534,IDLE
06:45:08,18.42,50.92,429,230,0.76,6,26.36,56.81,551,413,4.17,13,20.44,36.15,380,PRINTING
06:46:08,24.41,38.08,529,303,4.28,31,,,,,,,18.43,43.14,526,PAUSED
06:47:08,20.7,31.42,466,167,4.05,11,18.79,46.51,415,395,4.63,3,24.48,48.51,518,PRINTING
06:48:08,18.85,57.07,600,254,4.66,3,26.63,58.05,543,109,3.87,13,27.25,53.09,544,IDLE
06:49:08,22.52,46.39,474,154,1.67,34,22.02,57.67,388,178,3.0,32,26.78,58.65,506,PAUSED
06:50:08,19.61,51.81,438,174,3.38,28,23.7,59.57,432,436,4.16,32,22.24,42.25,421,PRINTING
06:51:08,24.21,42.48,523,342,1.96,19,24.3,57.91,462,251,1.05,40,19.5,38.63,513,IDLE
06:52:08,25.83,51.58,495,147,4.36,35,,,,,,,25.79,46.16,514,IDLE
06:53:08,25.39,51.3,474,401,0.53,2,24.69,35.25,443,158,4.82,50,22.47,48.8,547,IDLE
06:54:08,26.26,46.27,529,384,0.68,4,23.03,33.18,389,352,3.38,44,,,,IDLE
06:55:08,20.55,35.17,392,15,2.88,16,27.56,34.74,510,132,4.44,11,26.06,57.24,481,IDLE
06:56:08,26.86,57.1,571,416,3.42,38,26.15,31.58,442,166,4.13,24,26.31,37.59,531,PAUSED
06:57:08,26.53,53.21,406,394,1.92,11,19.31,56.07,509,86,4.01,47,23.99,31.77,505,PAUSED
06:58:08,26.59,56.65,512,391,0.75,28,27.07,41.59,421,143,0.44,4,,,,IDLE
06:59:08,26.1,56.18,478,273,2.67,33,20.73,44.94,461,144,2.73,50,24.16,45.5,562,PRINTING
07:00:08,22.28,39.57,471,497,1.49,41,20.31,41.13,491,464,4.03,44,21.05,47.15,482,PAUSED
07:01:08,24.48,31.52,439,472,1.34,43,25.34,37.79,487,80,1.38,35,24.21,31.52,422,PRINTING
07:02:08,20.38,41.67,525,253,1.87,37,25.22,49.96,538,193,4.53,27,26.56,32.12,430,IDLE
07:03:08,21.2,46.88,440,202,0.64,26,21.86,37.99,431,258,0.75,1,21.18,36.19,433,PRINTING
07:04:08,24.31,36.93,569,6,4.47,21,27.45,52.01,413,163,3.79,23,27.63,58.66,418,PAUSED
07:05:08,22.21,48.66,380,142,4.02,10,23.67,30.82,422,400,0.46,0,21.44,36.19,504,PRINTING
07:06:08,27.74,58.08,454,275,0.49,38,25.94,41.77,573,116,1.12,48,20.51,44.14,574,ERROR
07:07:08,27.39,32.59,505,158,4.28,19,19.63,42.93,428,84,1.15,42,23.91,51.3,384,ERROR
07:08:08,19.03,54.38,446,473,3.18,34,24.27,51.92,449,183,2.18,45,21.62,40.0,590,PAUSED
07:09:08,22.6,37.41,563,75,4.95,35,27.83,35.51,475,276,3.8,49,26.39,42.29,450,ERROR
07:10:08,26.72,43.33,398,316,1.72,20,26.21,48.65,479,220,4.82,22,25.37,45.34,549,PRINTING
07:11:08,27.17,53.24,467,399,0.45,6,18.81,37.93,525,78,2.01,48,25.63,54.96,483,ERROR
07:12:08,23.9,52.15,509,488,1.38,46,22.93,54.71,469,116,4.37,4,21.8,33.88,420,IDLE
07:13:08,,,,,,,21.79,35.53,471,64,3.5,6,21.29,34.75,407,PAUSED
07:14:08,,,,,,,21.09,46.67,517,432,2.9,18,27.76,34.83,587,IDLE
07:15:08,20.7,50.69,519,150,0.38,40,27.08,55.94,426,259,0.31,37,21.89,42.09,418,PRINTING
07:16:08,20.68,40.55,388,50,3.42,5,23.21,46.88,526,219,4.7,49,25.61,55.58,431,IDLE
07:17:08,20.01,47.56,384,267,1.59,15,18.06,49.06,509,230,4.18,30,27.26,33.18,591,ERROR
07:18:08,20.59,47.92,563,374,2.77,27,25.93,53.46,531,238,2.03,12,19.15,49.87,572,PAUSED
07:19:08,22.38,45.96,521,500,2.46,28,23.15,51.63,525,269,3.9,45,25.9,44.6,509,ERROR
07:20:08,20.81,43.56,565,404,2.83,28,22.93,30.46,503,30,3.01,26,27.6,47.98,501,PRINTING
07:21:08,23.79,30.04,534,295,0.19,3,25.94,32.86,428,131,1.81,50,18.2,36.62,515,ERROR
07:22:08,19.32,59.1,417,455,2.35,31,20.21,46.1,529,93,0.68,42,19.95,50.39,510,ERROR
07:23:08,24.57,37.2,395,485,4.57,49,18.38,44.82,421,181,1.58,41,23.61,55.55,573,PRINTING
07:24:08,25.83,35.76,497,120,2.34,21,27.3,38.7,483,65,2.74,4,22.21,52.56,451,ERROR
07:25:08,26.14,46.68,584,89,2.51,42,24.53,40.35,449,3,1.2,2,21.28,47.13,465,ERROR
07:26:08,21.05,38.9,424,495,1.07,9,25.41,30.49,473,65,0.17,33,27.46,53.36,553,PAUSED
07:27:08,20.21,50.07,385,95,0.12,30,27.46,35.94,509,318,2.13,49,19.44,32.15,536,PRINTING
07:28:08,27.78,53.78,548,62,4.14,10,24.39,56.84,443,231,2.56,49,26.1,48.92,479,IDLE
07:29:08,27.11,35.11,452,274,4.36,30,25.04,38.08,509,413,0.05,9,26.28,44.77,421,IDLE
07:30:08,25.59,34.32,410,380,3.82,4,23.02,51.38,458,476,3.86,48,21.53,55.69,569,ERROR
07:31:08,18.02,52.67,444,144,0.19,32,25.61,42.56,466,249,3.08,12,26.48,43.39,585,PRINTING
07:32:08,20.19,37.04,440,147,4.31,7,23.46,57.04,586,158,2.88,18,20.65,59.89,382,ERROR
07:33:08,22.91,43.04,579,64,3.57,15,21.82,38.42,458,318,0.73,49,26.9,48.62,552,IDLE
07:34:08,26.7,42.72,491,21,3.63,1,25.55,47.91,536,190,1.48,24,22.0,58.1,561,PRINTING
07:35:08,24.34,41.09,566,56,3.39,24,20.96,43.39,572,204,1.41,5,22.17,39.34,484,ERROR
07:36:08,19.04,34.9,431,397,0.12,7,21.04,38.47,515,146,1.37,4,22.32,49.96,457,PAUSED
07:37:08,21.71,46.56,593,474,1.37,3,27.54,41.65,493,91,3.41,32,24.13,58.03,477,IDLE
07:38:08,18.17,42.36,396,20,4.44,21,26.43,44.28,401,308,0.55,13,22.05,50.12,574,IDLE
07:39:08,22.81,47.24,386,4,1.84,25,23.4,44.78,416,428,4.91,21,23.12,32.92,425,ERROR
07:40:08,21.66,42.02,501,119,1.36,5,26.58,38.77,486,336,4.57,31,21.69,40.86,423,PRINTING
07:41:08,22.74,40.52,538,442,1.79,43,27.92,57.17,565,12,2.44,18,27.75,55.49,574,PRINTING
07:42:08,26.43,57.89,579,44,2.34,35,27.98,42.39,568,31,2.49,26,27.51,54.61,538,ERROR
07:43:08,26.19,50.28,503,418,2.25,9,18.2,40.82,474,375,4.7,16,22.08,57.79,599,IDLE
07:44:08,27.18,40.73,530,9,3.0,47,24.47,30.38,533,324,2.36,50,24.56,55.6,472,ERROR
07:45:08,23.87,38.65,599,345,1.54,7,26.51,54.5,497,188,1.02,11,24.48,39.96,579,PAUSED
07:46:08,23.45,56.99,553,107,4.34,32,21.96,39.61,385,52,3.65,27,18.58,43.17,527,PAUSED
07:47:08,27.78,47.18,462,252,5.0,40,25.06,42.21,550,441,2.79,31,20.2,48.32,596,PAUSED
07:48:08,,,,,,,21.85,52.16,554,18,1.24,27,22.03,34.87,477,PRINTING
07:49:08,19.79,38.82,584,275,3.68,21,27.69,49.7,462,28,2.56,40,26.03,48.93,526,PRINTING
07:50:08,26.86,50.19,387,296,2.73,31,18.14,36.25,399,83,3.04,42,21.45,38.7,502,PAUSED
07:51:08,24.77,36.17,425,429,3.19,12,20.07,44.8,589,189,2.54,24,18.43,47.24,415,PAUSED
07:52:08,25.51,32.42,479,417,0.72,0,21.64,41.01,543,336,4.28,3,25.97,50.57,472,ERROR
07:53:08,26.5,47.3,546,55,4.74,22,22.57,46.6,439,59,2.98,17,18.75,53.9,558,PAUSED
07:54:08,20.13,30.02,397,496,1.53,27,27.8,59.89,407,141,0.78,43,,,,PRINTING
07:55:08,24.46,49.2,479,498,1.38,29,25.03,40.02,421,418,4.48,1,20.78,33.88,441,IDLE
07:56:08,27.78,40.8,502,101,4.34,9,27.17,54.68,415,133,0.23,18,27.26,42.37,389,PAUSED
07:57:08,24.52,52.99,491,399,0.75,38,18.46,30.7,493,346,0.28,47,19.4,48.41,410,ERROR
07:58:08,20.53,55.9,514,77,2.24,9,22.96,42.09,489,120,2.19,48,18.49,38.3,487,PRINTING
07:59:09,26.53,52.95,600,138,1.49,27,26.1,35.06,432,270,3.11,40,18.99,54.73,428,PAUSED
08:00:09,24.59,59.91,560,286,4.7,37,27.65,35.45,533,78,2.79,46,21.65,37.21,410,PRINTING
08:01:09,21.87,44.16,474,477,3.45,21,25.22,57.82,537,382,0.16,30,21.14,55.37,569,PAUSED
08:02:09,,,,,,,21.1,43.95,433,480,4.88,13,21.2,55.75,474,ERROR
08:03:09,20.55,33.81,556,150,3.69,13,21.16,43.95,520,248,0.07,16,,,,PAUSED
08:04:09,21.58,52.28,579,314,4.37,43,23.71,37.81,460,421,3.37,44,24.28,52.57,531,ERROR
08:05:09,27.53,31.21,577,482,3.13,29,25.68,37.74,439,386,2.27,33,22.49,53.37,552,IDLE
08:06:09,25.77,41.62,563,490,2.34,38,25.89,57.79,539,177,3.99,7,22.51,30.84,524,PAUSED
08:07:09,24.16,42.55,544,68,2.57,43,18.69,36.04,470,362,0.35,12,20.41,44.89,397,IDLE
08:08:09,26.55,49.41,593,51,2.06,6,24.95,48.86,529,40,1.47,44,26.85,56.93,593,PRINTING
08:09:09,23.34,36.62,574,484,1.82,47,26.51,42.89,535,294,3.02,16,18.86,53.78,441,IDLE
08:10:09,18.9,52.66,579,86,1.54,49,23.36,38.57,593,260,1.45,39,27.88,31.52,469,PRINTING
08:11:09,20.61,39.36,420,377,1.54,27,23.81,48.78,531,158,0.63,47,25.74,33.69,422,PRINTING
08:12:09,25.79,35.77,417,467,1.42,23,26.92,49.58,568,434,3.09,16,,,,ERROR
08:13:09,25.16,30.66,467,397,4.22,37,18.72,47.79,442,14,4.46,14,26.75,56.68,486,PAUSED
08:14:09,24.28,52.24,558,460,4.37,26,27.77,46.51,427,181,2.32,35,18.35,49.15,381,PRINTING
