,Sensor Ext 1,,,,,,Sensor Int 1,,,,,,Sensor Int 2,,,
14:49:14,22.2,52.44,483,430,2.81,36,22.29,42.84,551,455,1.36,1,26.78,43.59,406,ERROR
14:50:14,27.89,40.44,582,386,1.18,44,22.65,57.79,538,456,3.13,11,19.55,53.48,429,IDLE
14:51:14,18.35,54.0,432,314,4.71,17,20.49,38.36,468,231,0.97,29,22.92,41.02,585,PRINTING
14:52:14,18.31,37.15,548,101,0.42,1,27.86,46.94,593,357,0.51,1,26.26,34.08,572,PRINTING
14:53:14,21.46,32.43,497,316,3.22,34,20.92,38.66,585,13,2.84,33,18.32,54.85,538,PAUSED
14:54:14,19.62,33.69,523,264,0.06,32,24.85,30.78,505,143,4.59,40,26.68,53.3,487,IDLE
14:55:14,27.85,37.29,385,303,4.83,39,20.83,31.44,591,442,1.89,16,23.03,35.86,423,PRINTING
14:56:14,,,,,,,24.54,43.2,527,167,3.25,11,18.95,50.65,561,ERROR
14:57:14,25.49,46.88,498,213,0.94,23,22.73,42.55,406,303,3.12,40,20.44,48.33,445,PRINTING
14:58:14,19.13,56.69,570,42,4.64,16,23.86,57.24,421,158,4.95,29,27.32,53.28,455,PAUSED
14:59:14,24.58,54.59,494,188,0.42,49,27.61,42.04,515,163,4.59,23,20.54,45.64,570,ERROR
15:00:14,25.31,52.43,540,500,4.26,9,21.96,32.6,513,21,1.7,8,26.64,47.15,559,PRINTING
15:01:14,19.51,47.43,442,443,0.72,23,22.94,51.49,534,80,1.28,31,21.99,33.01,496,ERROR
15:02:14,26.81,45.02,597,281,4.04,36,22.43,38.66,411,271,4.66,47,21.35,59.78,594,PAUSED
15:03:14,22.18,38.43,537,34,3.01,42,23.32,32.4,572,248,0.21,26,23.12,40.16,559,ERROR
15:04:14,19.59,48.09,413,62,0.32,46,19.75,47.16,513,390,1.23,11,21.02,57.22,408,ERROR
15:05:14,23.16,58.8,412,36,0.02,26,18.23,56.87,466,307,4.09,0,19.79,49.24,395,PRINTING
15:06:14,19.0,37.51,396,337,0.43,27,24.42,30.99,424,185,4.32,23,24.89,45.38,458,IDLE
15:07:14,26.1,32.4,577,178,1.13,32,25.38,34.93,447,94,1.77,10,25.88,54.49,444,PRINTING
15:08:14,25.1,43.37,581,184,3.56,24,22.01,49.65,404,349,1.54,31,21.66,31.85,454,PAUSED
15:09:14,22.85,34.44,582,229,4.66,17,21.58,36.65,584,125,3.59,30,18.69,49.94,448,PRINTING
15:10:14,26.33,47.78,562,62,3.0,44,23.93,52.17,528,464,2.8,34,25.66,58.54,583,IDLE
15:11:14,23.31,50.61,585,339,4.28,14,22.94,49.45,592,170,1.36,1,18.34,57.92,508,ERROR
15:12:14,21.22,41.01,476,444,4.27,3,21.65,54.56,398,282,4.66,44,21.28,59.74,498,PRINTING
15:13:14,24.12,47.15,465,221,4.78,50,20.93,44.5,461,59,2.24,16,20.81,58.22,586,PAUSED
15:14:14,18.69,48.44,559,23,2.37,38,20.31,30.28,403,145,2.42,17,26.08,40.0,587,PRINTING
15:15:14,27.18,45.12,434,280,0.67,26,25.35,50.09,385,284,1.57,37,27.24,59.71,407,ERROR
15:16:14,22.33,41.17,587,338,3.98,28,20.13,52.73,393,360,3.62,11,18.38,54.35,595,PRINTING
15:17:14,23.61,48.97,405,363,1.86,40,24.58,31.3,412,212,0.23,9,27.42,33.47,517,PRINTING
15:18:14,26.85,36.07,438,287,3.54,20,22.28,39.63,523,73,3.97,32,19.84,45.82,553,ERROR
15:19:14,22.25,51.36,403,178,0.8,6,21.28,44.77,495,6,4.49,43,20.73,47.11,435,ERROR
15:20:14,19.94,45.17,497,283,1.45,2,26.58,45.1,545,461,4.16,29,26.03,42.17,430,ERROR
15:21:14,26.52,41.19,597,14,4.72,6,26.43,38.3,467,96,3.8,9,23.19,53.09,465,PAUSED
15:22:14,26.04,33.3,493,452,3.89,14,18.09,55.99,462,102,2.95,23,18.01,50.98,536,PRINTING
15:23:14,18.16,50.42,412,19,4.57,25,20.42,59.72,399,225,1.25,43,24.92,58.26,397,ERROR
15:24:14,24.55,43.85,574,463,0.32,3,19.88,31.5,488,242,4.61,30,23.06,45.39,552,PRINTING
15:25:14,20.46,43.11,524,127,1.9,19,26.77,39.95,388,124,2.88,6,20.64,47.29,573,PRINTING
15:26:14,24.67,31.38,590,186,1.75,43,22.78,45.21,408,137,2.44,32,,,,PAUSED
15:27:14,24.19,42.14,432,102,2.65,41,25.71,51.48,525,121,3.56,21,18.89,33.62,497,ERROR
15:28:14,25.47,43.06,582,104,3.51,37,27.13,32.76,595,179,1.39,32,26.04,39.35,464,ERROR
15:29:14,22.42,46.32,520,321,0.3,21,21.38,38.97,494,240,2.31,49,18.18,42.6,554,PAUSED
15:30:14,,,,,,,25.43,40.4,556,481,0.28,36,25.2,35.03,387,PAUSED
15:31:14,18.77,52.08,444,249,1.8,17,21.19,54.79,492,237,4.56,3,23.56,38.73,477,PRINTING
15:32:14,19.55,33.21,488,496,2.37,13,21.08,52.11,447,112,0.06,49,18.08,50.81,397,PAUSED
15:33:14,26.22,31.02,537,55,4.39,17,18.35,48.6,514,52,4.72,41,24.77,30.81,426,PAUSED
15:34:14,22.02,54.74,553,224,2.17,39,21.85,56.1,600,65,2.67,40,20.44,46.22,437,PAUSED
15:35:14,22.75,38.45,517,101,1.74,0,20.76,53.07,565,438,0.61,37,26.31,40.41,427,PAUSED
15:36:14,19.78,45.17,492,497,0.93,40,24.26,55.36,503,334,3.99,27,20.08,42.19,429,PAUSED
15:37:14,23.67,34.81,521,368,0.55,10,25.51,53.24,515,54,3.71,45,18.38,47.89,597,PRINTING
15:38:14,18.74,56.05,540,226,4.46,18,21.06,42.78,447,44,1.47,8,23.79,59.98,474,PAUSED
15:39:14,25.72,37.84,419,214,1.36,38,26.86,41.03,570,187,3.72,43,20.61,31.13,565,PRINTING
15:40:14,21.79,31.8,547,421,1.09,16,26.51,49.73,421,270,0.75,5,20.18,54.74,396,IDLE
15:41:14,24.75,36.6,463,320,2.71,38,19.31,50.76,559,497,0.02,46,25.22,31.88,443,ERROR
15:42:14,19.46,36.65,388,464,2.51,4,20.08,59.94,399,256,0.64,47,23.61,59.06,404,PRINTING
15:43:14,20.24,52.09,442,14,4.56,26,25.11,47.78,537,120,1.2,48,25.44,35.04,561,PAUSED
15:44:14,26.47,53.11,408,313,0.87,42,25.86,47.6,498,135,4.19,12,20.05,49.77,576,ERROR
15:45:14,19.51,40.16,497,31,0.07,27,23.99,59.73,530,346,0.26,2,,,,IDLE
15:46:14,24.2,44.32,498,122,2.58,39,,,,,,,21.66,51.35,577,PRINTING
15:47:14,24.75,36.7,473,430,2.09,23,21.78,47.92,512,222,1.28,4,24.78,41.38,517,IDLE
15:48:14,20.53,46.98,431,434,4.22,32,18.74,47.05,536,25,1.74,40,18.45,32.53,410,PRINTING
15:49:14,22.58,42.03,409,282,0.89,39,21.31,55.39,399,402,4.56,26,26.84,44.63,380,IDLE
15:50:14,23.16,44.02,397,255,4.59,35,,,,,,,20.46,56.04,492,PAUSED
15:51:14,23.69,46.08,485,186,1.87,47,25.79,30.81,471,20,0.92,14,20.73,47.51,417,PAUSED
15:52:14,21.24,44.35,511,376,1.3,43,26.13,52.37,424,234,2.54,25,18.92,54.45,440,PAUSED
15:53:14,23.55,46.09,441,384,4.87,24,27.56,37.83,544,264,2.04,48,23.03,45.01,587,IDLE
15:54:14,25.87,44.16,534,286,1.8,14,26.61,42.4,536,406,2.92,12,26.44,55.56,428,PRINTING
15:55:14,22.47,48.93,394,475,2.33,16,25.83,33.76,499,279,3.34,15,20.56,41.66,511,IDLE
15:56:14,27.7,40.94,498,246,2.01,18,26.76,49.15,473,261,1.64,37,18.71,49.79,476,ERROR
15:57:14,24.5,55.15,504,125,2.3,50,18.28,41.87,446,447,1.34,41,22.19,47.6,531,PRINTING
15:58:14,26.21,40.15,420,72,3.3,1,27.49,34.37,441,418,1.55,43,23.06,56.59,521,IDLE
15:59:14,27.68,42.16,504,48,2.44,37,26.74,46.54,398,464,1.07,26,25.56,30.21,470,ERROR
16:00:14,21.04,50.95,539,95,2.91,0,25.28,37.89,529,437,1.41,16,22.56,44.72,484,ERROR
16:01:14,19.92,30.38,580,466,0.3,43,27.38,47.26,563,451,1.07,7,24.93,56.92,568,IDLE
16:02:14,21.29,56.14,483,486,3.93,49,19.07,45.6,548,79,0.45,24,,,,PAUSED
16:03:14,20.52,35.73,387,465,2.32,3,20.72,43.86,516,423,4.99,35,22.28,32.25,589,PAUSED
16:04:14,22.43,50.72,414,247,2.93,49,24.6,37.86,547,158,4.02,33,23.98,58.34,400,PAUSED
16:05:14,27.6,50.07,462,270,1.77,34,27.8,35.1,456,483,2.51,23,22.01,42.38,456,PAUSED
16:06:14,26.84,56.49,481,295,1.09,38,19.51,56.99,518,402,1.9,5,25.82,52.11,415,ERROR
16:07:14,21.1,50.91,524,101,1.66,0,26.84,48.63,558,160,4.15,15,22.42,39.1,507,IDLE
16:08:14,26.29,44.77,481,500,3.37,16,20.35,44.02,383,383,0.28,7,26.65,43.26,406,ERROR
16:09:14,23.15,35.14,570,314,4.41,32,27.42,41.84,512,217,0.45,6,19.89,45.8,497,PAUSED
16:10:14,27.54,45.92,571,293,4.8,21,19.54,44.2,499,276,2.22,21,18.88,31.19,561,PRINTING
16:11:14,25.05,57.14,581,285,1.07,0,27.36,45.82,582,331,0.7,38,23.32,51.29,462,ERROR
16:12:14,,,,,,,21.23,39.81,532,244,2.85,36,27.87,56.16,597,PRINTING
16:13:14,18.48,32.34,465,375,4.73,38,22.04,36.22,480,55,2.29,23,21.82,33.89,446,PRINTING
16:14:14,,,,,,,18.81,40.36,496,339,4.02,38,26.15,33.33,493,ERROR
16:15:14,19.31,30.73,487,418,3.55,41,,,,,,,25.05,36.11,499,ERROR
16:16:14,19.26,34.01,553,169,0.66,40,25.45,42.81,441,362,3.5,36,18.9,40.78,545,ERROR
16:17:14,21.89,32.02,531,457,3.69,14,24.69,34.01,576,321,3.29,26,24.16,37.44,574,IDLE
16:18:14,21.12,30.41,423,288,3.43,6,20.32,41.66,532,88,0.53,3,22.28,43.38,551,ERROR
16:19:14,21.58,37.8,460,155,0.52,17,19.54,41.94,461,265,3.48,44,21.99,54.8,508,IDLE
16:20:14,21.47,52.79,455,83,0.79,43,20.93,42.3,489,188,2.01,15,24.88,39.41,554,ERROR
16:21:14,,,,,,,19.74,40.84,397,5,1.78,23,26.45,34.17,478,PAUSED
16:22:14,21.53,53.47,486,0,2.2,37,21.64,45.96,571,262,4.11,15,,,,PAUSED
16:23:14,18.26,40.72,585,91,1.37,27,19.88,39.47,465,440,1.3,9,,,,ERROR
16:24:14,27.9,49.31,446,237,2.05,38,27.77,40.76,519,466,3.65,25,26.68,30.15,498,PAUSED
16:25:14,20.49,53.26,554,272,3.72,14,19.48,56.46,515,126,4.83,11,22.45,39.01,530,ERROR
16:26:14,23.47,32.61,428,366,4.19,26,22.49,46.73,494,175,3.41,32,20.01,43.76,520,PRINTING
16:27:14,27.97,45.37,465,433,3.58,26,19.39,59.31,462,436,0.5,47,,,,PAUSED
16:28:14,19.86,48.59,463,261,1.74,24,24.55,46.68,555,50,3.66,1,18.5,39.54,521,IDLE
16:29:14,25.15,42.13,481,123,3.76,40,20.47,40.67,422,231,1.15,19,24.15,57.66,528,PRINTING
16:30:14,21.8,47.47,557,63,0.8,41,21.36,37.16,575,457,1.69,16,21.47,49.81,595,PRINTING
16:31:14,18.52,45.6,478,428,0.11,33,20.8,33.63,571,363,3.03,26,23.09,42.01,576,PAUSED
16:32:14,25.03,39.49,432,236,3.95,40,21.64,44.81,516,295,1.71,32,22.12,40.91,600,PRINTING
16:33:14,19.72,49.3,447,338,0.81,10,19.09,32.8,406,408,2.45,14,18.19,47.59,528,IDLE
16:34:14,,,,,,,26.02,56.06,410,125,4.63,33,26.14,37.63,562,PAUSED
16:35:14,25.25,55.19,464,348,1.6,25,23.86,57.8,431,431,1.8,12,19.75,43.56,406,IDLE
16:36:14,26.82,32.76,468,180,4.86,25,25.32,56.89,404,339,2.7,25,25.76,34.31,416,IDLE
16:37:14,26.0,44.73,388,191,2.24,9,25.93,57.62,597,129,4.41,25,22.73,30.44,432,PAUSED
16:38:14,27.27,55.51,454,281,4.15,19,19.86,44.24,533,242,1.2,27,21.06,38.25,551,ERROR
16:39:14,24.16,41.07,569,300,1.95,35,19.09,55.82,519,39,3.33,26,23.87,39.0,599,PAUSED
16:40:14,18.96,56.78,594,454,3.96,27,21.66,43.11,473,464,2.4,2,19.59,33.16,415,PRINTING
16:41:14,19.92,48.5,579,372,3.07,21,26.85,36.29,579,366,2.67,41,20.79,51.89,470,PRINTING
16:42:14,21.14,55.9,541,303,3.22,25,18.8,48.42,567,271,1.59,26,23.52,45.39,519,PRINTING
16:43:14,22.6,42.95,501,0,0.63,45,22.47,48.8,422,36,1.23,38,24.35,32.65,404,IDLE
16:44:14,21.69,36.66,388,53,2.76,50,26.43,50.2,387,47,1.55,25,21.1,55.81,389,PAUSED
16:45:14,18.79,35.79,512,151,1.96,21,22.92,59.98,454,188,2.93,34,26.73,58.0,394,PAUSED
16:46:14,21.56,47.47,444,249,4.86,10,19.68,50.3,594,225,2.43,33,18.38,45.07,480,ERROR
16:47:14,,,,,,,24.11,50.67,434,21,4.66,39,22.13,37.51,425,ERROR
16:48:14,24.25,54.47,473,322,3.02,3,20.09,39.21,413,470,2.35,41,23.28,53.97,417,ERROR
16:49:14,24.85,37.09,461,79,3.22,19,18.63,51.95,480,273,3.31,27,24.55,43.05,460,ERROR
16:50:14,26.01,49.7,545,15,4.52,6,24.19,38.11,483,204,2.13,17,26.92,49.29,444,IDLE
16:51:14,,,,,,,23.07,30.13,514,474,1.3,15,23.7,39.94,458,IDLE
16:52:14,20.69,35.84,424,217,4.31,1,26.22,43.69,530,50,0.21,30,23.01,56.61,458,IDLE
16:53:14,20.66,51.7,414,409,3.06,26,18.29,47.05,449,30,0.13,48,23.75,32.1,499,PAUSED
16:54:14,26.35,50.55,592,426,0.46,49,19.64,39.58,390,181,1.13,5,27.09,43.8,411,PAUSED
16:55:14,21.31,30.47,474,481,1.07,22,21.43,45.17,569,317,0.86,16,27.58,51.83,575,PRINTING
16:56:14,22.43,42.47,387,157,4.83,24,20.21,45.05,482,156,3.7,49,21.9,55.22,521,IDLE
16:57:14,24.98,40.9,429,36,2.28,18,19.28,56.61,542,227,0.79,2,27.49,53.7,582,PRINTING
16:58:14,27.07,54.37,380,359,4.27,46,24.66,51.69,485,79,3.79,45,22.36,38.86,500,ERROR
16:59:14,25.82,31.57,537,499,0.45,38,27.97,42.59,486,439,3.29,36,24.42,40.94,492,PRINTING
17:00:14,24.16,57.87,507,184,2.22,27,27.82,31.17,404,103,4.58,11,20.28,30.72,574,PRINTING
17:01:14,23.94,57.11,589,480,2.87,22,19.45,57.95,579,72,2.71,4,23.4,55.37,515,PRINTING
17:02:14,20.67,42.25,559,372,3.41,0,27.76,42.98,577,151,4.44,13,26.56,45.4,522,PRINTING
17:03:14,,,,,,,22.71,30.05,592,103,3.27,21,24.58,44.97,486,PRINTING
17:04:14,23.42,58.08,554,156,4.49,1,19.35,55.44,586,390,3.59,0,22.66,56.77,591,PRINTING
17:05:14,18.35,44.73,595,128,1.33,5,22.24,52.92,442,456,0.49,4,19.15,42.18,598,PAUSED
17:06:14,20.12,36.96,535,168,1.75,30,21.56,31.24,592,463,4.64,30,27.98,53.79,491,PRINTING
17:07:14,23.12,58.65,470,167,0.14,40,24.08,35.9,519,316,2.88,47,24.35,51.22,505,IDLE
17:08:14,18.03,31.47,412,104,4.81,15,19.44,47.26,430,187,0.51,7,18.12,35.52,479,IDLE
17:09:14,19.12,50.15,570,216,3.5,17,24.35,56.38,402,145,3.21,13,25.72,51.19,496,PRINTING
17:10:14,24.85,56.95,407,149,2.99,31,26.04,32.79,443,36,0.57,17,20.42,54.45,484,IDLE
17:11:14,20.15,57.53,400,46,4.68,39,22.87,49.69,521,6,0.91,20,25.52,57.8,495,ERROR
17:12:14,27.59,55.19,466,144,4.84,39,26.46,50.99,480,135,1.2,30,24.64,33.22,498,PAUSED
17:13:14,25.61,34.57,557,239,1.34,6,25.69,57.5,595,197,4.76,32,19.17,53.6,576,ERROR
17:14:14,24.22,32.44,464,137,4.63,8,24.46,43.91,504,100,0.62,40,21.02,44.29,414,PRINTING
17:15:14,27.87,34.43,417,416,2.14,18,26.09,33.78,503,230,2.11,16,19.5,42.46,498,PRINTING
17:16:14,22.31,57.45,555,164,0.55,7,18.34,43.57,406,375,2.85,38,22.63,47.35,402,IDLE
17:17:14,26.11,45.16,508,106,1.68,38,22.55,34.62,388,37,2.59,29,22.57,38.12,417,ERROR
17:18:14,25.58,42.45,536,410,0.3,17,23.64,50.85,534,470,0.34,13,20.85,51.61,458,IDLE
17:19:14,23.06,39.52,413,99,1.29,1,23.54,37.48,445,143,0.22,31,18.93,46.25,401,PRINTING
17:20:14,23.09,51.93,473,43,2.5,40,23.05,42.43,551,33,2.35,7,18.36,53.07,386,IDLE
17:21:14,24.18,40.59,497,227,1.32,23,19.63,56.05,517,294,1.08,18,18.89,45.47,472,PRINTING
17:22:14,26.78,31.97,449,58,4.48,25,21.41,38.74,556,253,2.81,16,18.49,48.48,387,IDLE
17:23:14,19.69,45.58,480,194,3.96,17,20.9,44.83,435,125,1.54,47,18.82,56.6,600,ERROR
17:24:14,,,,,,,25.27,58.79,432,85,1.72,43,,,,PAUSED
17:25:14,18.96,37.3,435,472,0.93,37,,,,,,,22.62,55.73,559,PAUSED
17:26:14,27.79,36.99,387,143,4.84,11,25.92,47.42,484,426,4.07,32,24.13,46.19,521,ERROR
17:27:14,19.33,59.46,564,129,1.29,22,22.87,48.38,427,372,4.38,41,18.49,59.14,415,IDLE
17:28:14,20.37,35.03,575,485,3.33,21,19.19,57.57,531,457,3.31,23,18.23,30.93,444,ERROR
17:29:14,27.64,45.1,543,362,1.36,8,26.83,40.38,427,289,0.92,7,22.43,51.99,444,IDLE
17:30:14,21.28,54.14,424,282,2.27,2,18.99,44.1,530,306,0.38,20,20.08,31.68,388,PAUSED
17:31:14,23.47,54.96,443,471,2.61,5,25.55,32.62,583,233,1.73,37,20.21,41.31,381,IDLE
17:32:14,,,,,,,22.13,40.84,429,243,2.88,35,26.84,59.58,579,PRINTING
17:33:14,22.26,58.31,587,429,1.93,14,27.23,53.44,572,474,0.18,47,24.86,39.35,530,PAUSED
17:34:14,24.68,30.06,477,455,3.7,4,18.33,37.1,428,319,4.84,18,20.4,36.59,589,PRINTING
17:35:14,19.9,57.43,408,125,3.37,47,23.78,53.66,593,20,2.41,17,22.87,35.49,433,ERROR
17:36:14,18.69,50.3,569,15,4.53,7,23.38,42.13,470,109,3.45,16,23.94,39.39,410,IDLE
17:37:14,23.66,45.2,574,205,0.34,42,27.26,46.07,434,490,3.05,32,21.21,46.86,543,ERROR
17:38:14,19.38,43.49,425,459,1.77,20,20.36,46.88,442,425,0.71,4,18.63,36.54,455,IDLE
17:39:14,23.88,58.83,430,5,2.83,40,,,,,,,,,,ERROR
17:40:14,,,,,,,20.68,41.12,579,95,0.81,41,25.16,53.93,392,ERROR
17:41:14,27.22,31.7,483,7,3.87,19,20.43,30.72,394,278,3.53,15,20.38,59.14,506,PAUSED
17:42:14,23.45,49.93,398,48,0.79,34,23.48,45.27,535,256,0.72,8,22.1,53.9,477,ERROR
17:43:14,,,,,,,26.34,41.31,568,254,0.32,22,20.07,37.25,565,PAUSED
17:44:14,19.17,46.21,554,493,3.41,33,24.63,40.14,600,459,4.01,10,20.1,44.32,418,PRINTING
17:45:14,23.1,44.97,499,132,0.28,4,23.5,39.83,521,136,3.03,33,21.67,35.89,562,PRINTING
17:46:14,19.48,37.58,391,136,4.39,11,26.74,50.62,583,19,0.4,39,20.64,47.37,447,PRINTING
17:47:14,19.81,44.96,591,471,2.11,3,20.85,51.64,397,100,0.75,29,19.67,53.52,485,ERROR
17:48:14,25.15,35.36,599,494,0.48,13,22.09,38.26,498,249,1.49,4,18.06,37.31,566,PRINTING
17:49:14,26.88,46.34,494,163,2.96,16,18.98,43.69,396,40,2.05,18,19.35,33.59,528,PAUSED
17:50:14,18.97,56.71,419,455,0.15,14,27.02,45.04,482,212,0.52,45,18.34,56.81,446,PAUSED
17:51:14,,,,,,,20.55,36.91,391,252,2.77,38,24.96,48.49,445,PRINTING
17:52:14,22.57,44.01,480,281,1.08,9,24.33,36.49,387,237,2.37,1,25.16,40.11,577,PAUSED
17:53:14,,,,,,,26.2,59.22,412,179,4.6,37,21.2,48.06,600,IDLE
17:54:14,20.63,33.44,456,292,3.74,15,27.98,55.09,555,408,0.21,35,23.01,46.91,485,PRINTING
17:55:14,23.19,32.74,589,347,3.73,3,23.93,35.43,580,499,1.77,14,18.45,30.07,510,ERROR
17:56:14,21.31,59.97,584,33,1.9,46,20.39,46.55,442,284,3.97,33,,,,PRINTING
17:57:14,23.27,34.95,450,229,0.73,6,21.11,33.03,566,472,3.49,8,22.75,50.69,458,IDLE
17:58:14,27.12,53.08,437,225,3.74,30,21.65,46.05,583,435,3.23,39,19.03,37.06,443,PAUSED
17:59:14,24.86,42.83,528,448,4.49,23,24.89,37.09,546,189,2.55,40,22.36,59.66,425,IDLE
18:00:14,20.84,46.97,454,258,1.74,17,25.04,47.16,465,354,1.23,11,,,,ERROR
18:01:14,27.18,53.93,412,20,3.63,18,26.34,59.97,516,19,2.89,13,23.33,39.26,415,PRINTING
18:02:14,19.33,32.77,539,107,4.59,25,19.76,44.82,549,31,2.88,27,22.87,35.79,561,IDLE
18:03:14,20.23,47.6,578,110,3.24,38,20.27,39.97,592,314,4.73,24,25.44,46.41,475,PAUSED
18:04:14,23.2,45.48,425,364,0.05,11,23.56,50.34,571,56,1.29,14,27.72,47.06,454,ERROR
18:05:14,19.51,54.99,408,445,3.34,42,27.51,50.38,578,212,3.89,37,20.17,52.08,527,PAUSED
18:06:14,22.82,52.93,395,63,3.15,24,24.87,57.16,454,497,4.27,3,19.68,48.45,524,PAUSED
18:07:14,20.56,42.57,449,56,3.15,8,26.77,42.6,393,118,3.93,12,20.71,43.52,392,PAUSED
18:08:14,21.81,47.89,494,197,4.21,2,20.36,47.81,450,3,4.4,3,22.33,51.26,417,IDLE
18:09:14,21.38,34.6,411,267,4.63,0,26.54,37.35,425,252,3.09,45,19.95,56.44,411,IDLE
18:10:14,19.43,36.64,413,157,0.74,43,25.74,51.3,419,46,1.81,46,26.12,45.15,488,ERROR
18:11:14,23.09,39.61,566,387,3.61,12,26.23,50.2,541,79,3.4,17,21.26,37.39,511,PRINTING
18:12:14,20.92,32.39,553,478,2.81,14,21.88,31.28,437,413,1.8,19,27.8,44.9,475,IDLE
18:13:14,24.19,44.28,402,201,2.9,32,18.08,31.22,512,336,3.49,3,27.34,44.51,399,IDLE
18:14:14,21.89,53.86,477,380,0.41,43,22.87,39.98,592,129,3.58,33,26.52,49.36,411,ERROR
18:15:14,23.06,34.2,548,228,4.2,5,23.18,48.75,398,381,2.84,1,23.3,44.9,427,IDLE
18:16:14,26.51,30.24,554,458,4.38,4,18.72,38.29,525,238,3.12,41,26.92,58.63,471,IDLE
18:17:14,24.84,32.11,579,323,3.86,23,23.64,30.71,588,184,4.63,46,25.74,37.08,515,IDLE
18:18:14,23.62,37.39,483,55,1.24,26,24.25,44.44,458,411,1.97,12,26.29,36.79,499,IDLE
18:19:14,18.56,51.88,510,434,4.37,32,23.28,37.95,571,303,1.53,42,27.03,45.09,474,ERROR
18:20:14,20.23,51.92,406,399,3.67,2,20.23,45.85,596,319,1.99,39,,,,ERROR
18:21:14,20.7,41.37,477,179,3.35,50,24.47,31.47,497,276,0.21,50,27.7,51.84,581,IDLE
18:22:14,27.33,42.68,539,122,3.05,2,18.67,58.93,507,273,0.35,31,,,,ERROR
18:23:14,20.48,52.35,487,311,0.25,48,23.92,54.44,461,172,3.29,29,26.44,40.18,574,IDLE
18:24:14,27.52,58.35,464,99,1.21,35,21.77,58.83,393,337,2.52,16,25.76,57.63,415,ERROR
18:25:14,22.18,56.32,476,267,3.68,48,21.8,56.81,453,475,3.98,36,18.82,34.65,513,PRINTING
18:26:14,21.82,47.96,476,470,4.14,36,24.52,57.11,574,447,0.63,27,19.47,41.26,394,PRINTING
18:27:14,25.58,45.39,428,282,1.11,41,26.58,42.45,400,318,1.28,11,25.81,32.71,568,IDLE
18:28:14,18.91,36.93,478,228,1.15,16,18.41,44.53,556,421,4.37,9,19.14,40.9,504,IDLE
18:29:14,22.69,37.15,587,195,4.02,18,21.24,50.21,582,123,1.44,22,18.05,35.5,521,PAUSED
18:30:14,20.69,36.16,510,28,3.88,10,21.12,31.39,480,432,1.35,27,19.37,58.26,504,IDLE
18:31:14,23.75,57.89,422,64,0.37,24,27.11,47.28,512,223,1.9,10,27.52,43.79,400,ERROR
18:32:14,20.57,52.44,479,168,1.33,42,,,,,,,,,,IDLE
18:33:14,18.99,41.43,539,454,3.05,45,22.35,40.3,398,343,3.51,46,26.93,48.33,588,PAUSED
18:34:14,23.47,56.48,435,146,1.86,26,21.0,56.99,449,43,3.78,22,27.25,59.45,476,ERROR
18:35:14,18.7,49.25,426,18,1.36,10,22.34,31.82,396,413,3.76,13,25.21,42.01,475,IDLE
18:36:14,19.58,51.91,442,466,1.12,33,,,,,,,27.0,48.43,419,PRINTING
18:37:14,18.53,32.11,390,461,0.42,29,26.9,32.31,436,123,3.64,27,25.92,54.51,458,PRINTING
18:38:14,22.7,56.64,517,41,4.04,50,23.71,46.88,500,379,2.28,37,27.24,50.46,502,PAUSED
18:39:14,20.71,52.7,530,499,3.17,39,18.07,49.97,571,395,4.46,32,,,,PRINTING
18:40:14,22.29,54.52,539,495,4.25,15,21.99,51.74,578,73,0.71,22,20.0,43.82,514,PRINTING
18:41:14,23.71,59.01,585,241,0.71,34,21.02,49.81,466,121,3.72,6,19.74,31.41,485,ERROR
18:42:14,27.55,30.88,591,426,2.65,38,25.48,36.77,417,67,4.66,43,22.27,41.3,459,PAUSED
18:43:14,22.78,35.75,481,272,2.67,16,23.64,31.67,416,353,4.98,19,18.4,58.9,413,IDLE
18:44:14,22.8,45.41,420,353,4.47,15,24.63,33.47,402,374,2.78,37,27.61,50.18,529,ERROR
18:45:14,23.49,31.9,393,65,0.54,44,24.94,54.38,414,255,3.23,1,25.32,46.13,447,PRINTING
18:46:14,25.52,50.67,387,423,2.36,31,20.5,49.41,470,456,2.74,21,21.39,46.35,400,IDLE
18:47:14,24.63,31.69,513,351,2.53,48,21.01,46.67,586,91,1.54,39,22.74,37.96,505,PAUSED
18:48:14,25.16,53.2,385,28,3.11,16,27.63,43.1,463,494,2.56,12,21.05,41.79,497,PAUSED
18:49:14,23.2,58.16,462,442,2.36,24,,,,,,,18.8,40.4,590,IDLE
18:50:14,26.62,32.01,438,150,4.12,9,22.75,56.8,424,230,2.38,14,25.43,41.98,404,PAUSED
18:51:14,22.5,45.94,537,245,2.39,44,20.23,57.88,467,242,4.9,0,23.21,50.58,470,PRINTING
18:52:14,,,,,,,26.51,36.65,387,371,0.43,3,25.66,33.71,405,IDLE
18:53:14,23.88,33.27,505,407,3.92,37,27.38,50.9,410,99,3.21,22,22.37,56.91,496,PRINTING
18:54:14,22.72,36.61,594,159,2.48,18,22.62,32.83,460,421,4.92,20,26.5,58.91,433,PRINTING
18:55:14,22.06,46.32,399,374,2.67,10,24.54,32.83,513,214,4.56,4,24.75,49.94,540,IDLE
18:56:14,25.44,37.69,458,478,4.37,25,21.06,39.39,467,110,0.16,49,25.22,41.38,443,IDLE
18:57:14,,,,,,,19.3,41.17,586,58,0.88,33,27.91,30.01,450,PAUSED
